0.007812 0.007812 0.018622 0.007294
0.007812 0.015625 0.019981 0.000873
0.007812 0.023438 0.019981 0.000874
0.007812 0.031250 0.019981 0.000876
0.007812 0.039062 0.019981 0.000878
0.007812 0.046875 0.019981 0.000880
0.007812 0.054688 0.019981 0.000882
0.007812 0.062500 0.019980 0.000885
0.007812 0.070312 0.019980 0.000887
0.007812 0.078125 0.019980 0.000890
0.007812 0.085938 0.019980 0.000893
0.007812 0.093750 0.019980 0.000895
0.007812 0.101562 0.019980 0.000897
0.007812 0.109375 0.019980 0.000899
0.007812 0.117188 0.019980 0.000900
0.007812 0.125000 0.019980 0.000900
0.007812 0.132812 0.019980 0.000899
0.007812 0.140625 0.019980 0.000898
0.007812 0.148438 0.019980 0.000894
0.007812 0.156250 0.019980 0.000890
0.007812 0.164062 0.019980 0.000883
0.007812 0.171875 0.019981 0.000875
0.007812 0.179688 0.019981 0.000864
0.007812 0.187500 0.019982 0.000851
0.007812 0.195312 0.019983 0.000834
0.007812 0.203125 0.019983 0.000815
0.007812 0.210938 0.019984 0.000793
0.007812 0.218750 0.019985 0.000766
0.007812 0.226562 0.019986 0.000736
0.007812 0.234375 0.019988 0.000702
0.007812 0.242188 0.019989 0.000664
0.007812 0.250000 0.019990 0.000621
0.007812 0.257812 0.019992 0.000573
0.007812 0.265625 0.019993 0.000521
0.007812 0.273438 0.019995 0.000464
0.007812 0.281250 0.019996 0.000401
0.007812 0.289062 0.019997 0.000334
0.007812 0.296875 0.019998 0.000262
0.007812 0.304688 0.019999 0.000186
0.007812 0.312500 0.020000 0.000105
0.007812 0.320312 0.020000 0.000020
0.007812 0.328125 0.020000 -0.000070
0.007812 0.335938 0.019999 -0.000162
0.007812 0.343750 0.019998 -0.000257
0.007812 0.351562 0.019997 -0.000355
0.007812 0.359375 0.019995 -0.000455
0.007812 0.367188 0.019992 -0.000556
0.007812 0.375000 0.019989 -0.000657
0.007812 0.382812 0.019986 -0.000758
0.007812 0.390625 0.019982 -0.000858
0.007812 0.398438 0.019977 -0.000957
0.007812 0.406250 0.019972 -0.001053
0.007812 0.414062 0.019967 -0.001145
0.007812 0.421875 0.019962 -0.001234
0.007812 0.429688 0.019956 -0.001318
0.007812 0.437500 0.019951 -0.001397
0.007812 0.445312 0.019946 -0.001470
0.007812 0.453125 0.019941 -0.001537
0.007812 0.460938 0.019936 -0.001596
0.007812 0.468750 0.019932 -0.001649
0.007812 0.476562 0.019928 -0.001693
0.007812 0.484375 0.019925 -0.001730
0.007812 0.492188 0.019923 -0.001758
0.007812 0.500000 0.019921 -0.001778
0.007812 0.507812 0.019920 -0.001789
0.007812 0.515625 0.019920 -0.001792
0.007812 0.523438 0.019920 -0.001786
0.007812 0.531250 0.019921 -0.001772
0.007812 0.539062 0.019923 -0.001749
0.007812 0.546875 0.019926 -0.001719
0.007812 0.554688 0.019929 -0.001681
0.007812 0.562500 0.019933 -0.001636
0.007812 0.570312 0.019937 -0.001584
0.007812 0.578125 0.019942 -0.001526
0.007812 0.585938 0.019947 -0.001461
0.007812 0.593750 0.019952 -0.001392
0.007812 0.601562 0.019957 -0.001317
0.007812 0.609375 0.019962 -0.001239
0.007812 0.617188 0.019967 -0.001157
0.007812 0.625000 0.019971 -0.001071
0.007812 0.632812 0.019976 -0.000984
0.007812 0.640625 0.019980 -0.000895
0.007812 0.648438 0.019984 -0.000804
0.007812 0.656250 0.019987 -0.000713
0.007812 0.664062 0.019990 -0.000622
0.007812 0.671875 0.019993 -0.000532
0.007812 0.679688 0.019995 -0.000443
0.007812 0.687500 0.019997 -0.000355
0.007812 0.695312 0.019998 -0.000269
0.007812 0.703125 0.019999 -0.000186
0.007812 0.710938 0.020000 -0.000105
0.007812 0.718750 0.020000 -0.000027
0.007812 0.726562 0.020000 0.000048
0.007812 0.734375 0.020000 0.000120
0.007812 0.742188 0.019999 0.000188
0.007812 0.750000 0.019998 0.000253
0.007812 0.757812 0.019998 0.000314
0.007812 0.765625 0.019997 0.000371
0.007812 0.773438 0.019995 0.000425
0.007812 0.781250 0.019994 0.000475
0.007812 0.789062 0.019993 0.000522
0.007812 0.796875 0.019992 0.000565
0.007812 0.804688 0.019991 0.000605
0.007812 0.812500 0.019990 0.000642
0.007812 0.820312 0.019989 0.000676
0.007812 0.828125 0.019987 0.000707
0.007812 0.835938 0.019986 0.000735
0.007812 0.843750 0.019986 0.000761
0.007812 0.851562 0.019985 0.000784
0.007812 0.859375 0.019984 0.000805
0.007812 0.867188 0.019983 0.000824
0.007812 0.875000 0.019982 0.000841
0.007812 0.882812 0.019982 0.000856
0.007812 0.890625 0.019981 0.000869
0.007812 0.898438 0.019981 0.000881
0.007812 0.906250 0.019980 0.000891
0.007812 0.914062 0.019980 0.000900
0.007812 0.921875 0.019979 0.000908
0.007812 0.929688 0.019979 0.000915
0.007812 0.937500 0.019979 0.000921
0.007812 0.945312 0.019979 0.000926
0.007812 0.953125 0.019978 0.000930
0.007812 0.960938 0.019978 0.000933
0.007812 0.968750 0.019978 0.000936
0.007812 0.976562 0.019978 0.000938
0.007812 0.984375 0.019978 0.000939
0.007812 0.992188 0.019978 0.000939
0.015625 0.007812 0.018071 0.008570
0.015625 0.015625 0.019972 0.001057
0.015625 0.023438 0.019972 0.001058
0.015625 0.031250 0.019972 0.001060
0.015625 0.039062 0.019972 0.001062
0.015625 0.046875 0.019972 0.001065
0.015625 0.054688 0.019971 0.001068
0.015625 0.062500 0.019971 0.001071
0.015625 0.070312 0.019971 0.001074
0.015625 0.078125 0.019971 0.001078
0.015625 0.085938 0.019971 0.001081
0.015625 0.093750 0.019971 0.001084
0.015625 0.101562 0.019970 0.001087
0.015625 0.109375 0.019970 0.001089
0.015625 0.117188 0.019970 0.001090
0.015625 0.125000 0.019970 0.001091
0.015625 0.132812 0.019970 0.001090
0.015625 0.140625 0.019970 0.001088
0.015625 0.148438 0.019971 0.001084
0.015625 0.156250 0.019971 0.001079
0.015625 0.164062 0.019971 0.001071
0.015625 0.171875 0.019972 0.001061
0.015625 0.179688 0.019973 0.001048
0.015625 0.187500 0.019973 0.001031
0.015625 0.195312 0.019974 0.001012
0.015625 0.203125 0.019976 0.000989
0.015625 0.210938 0.019977 0.000961
0.015625 0.218750 0.019978 0.000930
0.015625 0.226562 0.019980 0.000893
0.015625 0.234375 0.019982 0.000852
0.015625 0.242188 0.019984 0.000805
0.015625 0.250000 0.019986 0.000753
0.015625 0.257812 0.019988 0.000695
0.015625 0.265625 0.019990 0.000632
0.015625 0.273438 0.019992 0.000562
0.015625 0.281250 0.019994 0.000487
0.015625 0.289062 0.019996 0.000406
0.015625 0.296875 0.019997 0.000319
0.015625 0.304688 0.019999 0.000227
0.015625 0.312500 0.020000 0.000129
0.015625 0.320312 0.020000 0.000026
0.015625 0.328125 0.020000 -0.000081
0.015625 0.335938 0.019999 -0.000192
0.015625 0.343750 0.019998 -0.000306
0.015625 0.351562 0.019996 -0.000423
0.015625 0.359375 0.019993 -0.000542
0.015625 0.367188 0.019989 -0.000663
0.015625 0.375000 0.019985 -0.000783
0.015625 0.382812 0.019980 -0.000903
0.015625 0.390625 0.019974 -0.001022
0.015625 0.398438 0.019968 -0.001138
0.015625 0.406250 0.019961 -0.001251
0.015625 0.414062 0.019954 -0.001360
0.015625 0.421875 0.019946 -0.001465
0.015625 0.429688 0.019939 -0.001563
0.015625 0.437500 0.019931 -0.001656
0.015625 0.445312 0.019924 -0.001741
0.015625 0.453125 0.019917 -0.001819
0.015625 0.460938 0.019911 -0.001888
0.015625 0.468750 0.019905 -0.001949
0.015625 0.476562 0.019900 -0.002001
0.015625 0.484375 0.019895 -0.002043
0.015625 0.492188 0.019892 -0.002076
0.015625 0.500000 0.019890 -0.002098
0.015625 0.507812 0.019888 -0.002111
0.015625 0.515625 0.019888 -0.002114
0.015625 0.523438 0.019889 -0.002108
0.015625 0.531250 0.019890 -0.002091
0.015625 0.539062 0.019893 -0.002065
0.015625 0.546875 0.019897 -0.002030
0.015625 0.554688 0.019901 -0.001986
0.015625 0.562500 0.019906 -0.001934
0.015625 0.570312 0.019912 -0.001873
0.015625 0.578125 0.019918 -0.001805
0.015625 0.585938 0.019925 -0.001730
0.015625 0.593750 0.019932 -0.001649
0.015625 0.601562 0.019939 -0.001562
0.015625 0.609375 0.019946 -0.001469
0.015625 0.617188 0.019953 -0.001373
0.015625 0.625000 0.019959 -0.001273
0.015625 0.632812 0.019966 -0.001170
0.015625 0.640625 0.019972 -0.001064
0.015625 0.648438 0.019977 -0.000957
0.015625 0.656250 0.019982 -0.000850
0.015625 0.664062 0.019986 -0.000742
0.015625 0.671875 0.019990 -0.000634
0.015625 0.679688 0.019993 -0.000528
0.015625 0.687500 0.019996 -0.000423
0.015625 0.695312 0.019997 -0.000321
0.015625 0.703125 0.019999 -0.000221
0.015625 0.710938 0.020000 -0.000123
0.015625 0.718750 0.020000 -0.000030
0.015625 0.726562 0.020000 0.000060
0.015625 0.734375 0.019999 0.000146
0.015625 0.742188 0.019999 0.000229
0.015625 0.750000 0.019998 0.000307
0.015625 0.757812 0.019996 0.000380
